customer_id;bsn_number;first_name;last_name;address;country;post_code;email
CA1487;100000488;Isabelle;Kono;4920 Fazakerley Rd;Devon;PL9 8RD;isabelle.kono@yahoo.com
CA1488;100000489;Ronnie;Brigman;6 Morley St;Hertfordshire;AL3 5JN;ronnie@brigman.co.uk
CA1489;100000490;Krystina;Schlabaugh;7316 Friar St;West Sussex;BN13 3FL;kschlabaugh@schlabaugh.co.uk
CA1490;100000491;Rosita;Ausdemore;8 Heathfield St #657;East Sussex;BN27 1AJ;rausdemore@hotmail.com
CA1491;100000492;Huey;Stancil;275 Peel Sq;North Eart Lincolnshire;DN32 0PT;hstancil@hotmail.com
CA1492;100000493;Elbert;Fiorino;726 Westmoreland Place;East Ayrshire;KA5 6EL;elbert@hotmail.com
CA1493;100000494;Pura;Manciel;7 Water St;Suffolk;IP3 9RB;pura.manciel@yahoo.com
CA1494;100000495;Alesia;Katie;4 Covent Garden;Greater Manchester;BL4 7AF;alesia_katie@gmail.com
CA1495;100000496;Avery;Veit;9166 Devon St #905;Greater London;SW1W 8JY;avery@veit.co.uk
CA1496;100000497;Reid;Euresti;70 Foster St;Highland;IV2 6WT;reuresti@euresti.co.uk
CA1497;100000498;Charlette;Brenning;714 Fonthill Rd;South Yorkshire;S75 5EJ;cbrenning@brenning.co.uk
CA1498;100000499;Celestina;Keeny;9 Milton St;County Durham;DH8 5LP;celestina_keeny@gmail.com
CA1499;100000500;Mi;Richan;6 Norwood Grove;Warwickshire;B94 5RZ;mi@hotmail.com
